VisaType,countries,date_gov,date,delay,delay_days,datetype
3rd,ROW,2023-02-01,2024-04-01,425 days,425.0,Priority Date
Other Workers,ROW,2020-12-15,2024-04-01,1203 days,1203.0,Priority Date
4th,ROW,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
Certain Religious Workers,ROW,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2024-04-01,2024-04-01,0 days,0.0,Priority Date
1st,CHINA,2023-01-01,2024-04-01,456 days,456.0,Priority Date
2nd,CHINA,2020-06-01,2024-04-01,1400 days,1400.0,Priority Date
3rd,CHINA,2021-07-01,2024-04-01,1005 days,1005.0,Priority Date
Other Workers,CHINA,2017-06-01,2024-04-01,2496 days,2496.0,Priority Date
4th,CHINA,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
Certain Religious Workers,CHINA,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2024-04-01,2647 days,2647.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
1st,INDIA,2021-04-01,2024-04-01,1096 days,1096.0,Priority Date
2nd,INDIA,2012-05-15,2024-04-01,4339 days,4339.0,Priority Date
3rd,INDIA,2012-09-15,2024-04-01,4216 days,4216.0,Priority Date
Other Workers,INDIA,2012-09-15,2024-04-01,4216 days,4216.0,Priority Date
4th,INDIA,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
Certain Religious Workers,INDIA,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2024-04-01,731 days,731.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2024-04-01,2024-04-01,0 days,0.0,Priority Date
1st,MEXICO,2024-04-01,2024-04-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-02-15,2024-04-01,411 days,411.0,Priority Date
3rd,MEXICO,2023-02-01,2024-04-01,425 days,425.0,Priority Date
Other Workers,MEXICO,2020-12-15,2024-04-01,1203 days,1203.0,Priority Date
4th,MEXICO,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
Certain Religious Workers,MEXICO,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2024-04-01,2024-04-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2024-04-01,2024-04-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-02-15,2024-04-01,411 days,411.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2024-04-01,456 days,456.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2024-04-01,1417 days,1417.0,Priority Date
4th,PHILIPPINES,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
Certain Religious Workers,PHILIPPINES,2020-12-01,2024-04-01,1217 days,1217.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2024-04-01,2024-04-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2024-04-01,2024-04-01,0 days,0.0,Priority Date
1st,ROW,2024-03-01,2024-03-01,0 days,0.0,Priority Date
2nd,ROW,2023-02-15,2024-03-01,380 days,380.0,Priority Date
3rd,ROW,2023-02-01,2024-03-01,394 days,394.0,Priority Date
Other Workers,ROW,2020-12-15,2024-03-01,1172 days,1172.0,Priority Date
4th,ROW,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
Certain Religious Workers,ROW,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2024-03-01,2024-03-01,0 days,0.0,Priority Date
1st,CHINA,2023-01-01,2024-03-01,425 days,425.0,Priority Date
2nd,CHINA,2020-06-01,2024-03-01,1369 days,1369.0,Priority Date
3rd,CHINA,2021-07-01,2024-03-01,974 days,974.0,Priority Date
Other Workers,CHINA,2017-06-01,2024-03-01,2465 days,2465.0,Priority Date
4th,CHINA,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
Certain Religious Workers,CHINA,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2024-03-01,2616 days,2616.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
1st,INDIA,2021-01-01,2024-03-01,1155 days,1155.0,Priority Date
2nd,INDIA,2012-05-15,2024-03-01,4308 days,4308.0,Priority Date
3rd,INDIA,2012-08-01,2024-03-01,4230 days,4230.0,Priority Date
Other Workers,INDIA,2012-08-01,2024-03-01,4230 days,4230.0,Priority Date
4th,INDIA,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
Certain Religious Workers,INDIA,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2024-03-01,700 days,700.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2024-03-01,2024-03-01,0 days,0.0,Priority Date
1st,MEXICO,2024-03-01,2024-03-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-02-15,2024-03-01,380 days,380.0,Priority Date
3rd,MEXICO,2023-02-01,2024-03-01,394 days,394.0,Priority Date
Other Workers,MEXICO,2020-12-15,2024-03-01,1172 days,1172.0,Priority Date
4th,MEXICO,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
Certain Religious Workers,MEXICO,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2024-03-01,2024-03-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2024-03-01,2024-03-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-02-15,2024-03-01,380 days,380.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2024-03-01,425 days,425.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2024-03-01,1386 days,1386.0,Priority Date
4th,PHILIPPINES,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
Certain Religious Workers,PHILIPPINES,2020-01-01,2024-03-01,1521 days,1521.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2024-03-01,2024-03-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2024-03-01,2024-03-01,0 days,0.0,Priority Date
1st,ROW,2024-02-01,2024-02-01,0 days,0.0,Priority Date
2nd,ROW,2023-02-15,2024-02-01,351 days,351.0,Priority Date
3rd,ROW,2023-02-01,2024-02-01,365 days,365.0,Priority Date
Other Workers,ROW,2020-12-15,2024-02-01,1143 days,1143.0,Priority Date
4th,ROW,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
Certain Religious Workers,ROW,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2024-02-01,2024-02-01,0 days,0.0,Priority Date
1st,CHINA,2023-01-01,2024-02-01,396 days,396.0,Priority Date
2nd,CHINA,2020-06-01,2024-02-01,1340 days,1340.0,Priority Date
3rd,CHINA,2021-07-01,2024-02-01,945 days,945.0,Priority Date
Other Workers,CHINA,2017-06-01,2024-02-01,2436 days,2436.0,Priority Date
4th,CHINA,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
Certain Religious Workers,CHINA,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2024-02-01,2587 days,2587.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
1st,INDIA,2021-01-01,2024-02-01,1126 days,1126.0,Priority Date
2nd,INDIA,2012-05-15,2024-02-01,4279 days,4279.0,Priority Date
3rd,INDIA,2012-08-01,2024-02-01,4201 days,4201.0,Priority Date
Other Workers,INDIA,2012-08-01,2024-02-01,4201 days,4201.0,Priority Date
4th,INDIA,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
Certain Religious Workers,INDIA,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2024-02-01,671 days,671.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2024-02-01,2024-02-01,0 days,0.0,Priority Date
1st,MEXICO,2024-02-01,2024-02-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-02-15,2024-02-01,351 days,351.0,Priority Date
3rd,MEXICO,2023-02-01,2024-02-01,365 days,365.0,Priority Date
Other Workers,MEXICO,2020-12-15,2024-02-01,1143 days,1143.0,Priority Date
4th,MEXICO,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
Certain Religious Workers,MEXICO,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2024-02-01,2024-02-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-02-15,2024-02-01,351 days,351.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2024-02-01,396 days,396.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2024-02-01,1357 days,1357.0,Priority Date
4th,PHILIPPINES,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-09-01,2024-02-01,1614 days,1614.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Priority Date
1st,ROW,2024-01-01,2024-01-01,0 days,0.0,Priority Date
2nd,ROW,2023-02-15,2024-01-01,320 days,320.0,Priority Date
3rd,ROW,2023-02-01,2024-01-01,334 days,334.0,Priority Date
Other Workers,ROW,2020-12-15,2024-01-01,1112 days,1112.0,Priority Date
4th,ROW,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
Certain Religious Workers,ROW,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Priority Date
1st,CHINA,2023-01-01,2024-01-01,365 days,365.0,Priority Date
2nd,CHINA,2020-06-01,2024-01-01,1309 days,1309.0,Priority Date
3rd,CHINA,2021-07-01,2024-01-01,914 days,914.0,Priority Date
Other Workers,CHINA,2017-06-01,2024-01-01,2405 days,2405.0,Priority Date
4th,CHINA,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
Certain Religious Workers,CHINA,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2024-01-01,2556 days,2556.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
1st,INDIA,2021-01-01,2024-01-01,1095 days,1095.0,Priority Date
2nd,INDIA,2012-05-15,2024-01-01,4248 days,4248.0,Priority Date
3rd,INDIA,2012-08-01,2024-01-01,4170 days,4170.0,Priority Date
Other Workers,INDIA,2012-08-01,2024-01-01,4170 days,4170.0,Priority Date
4th,INDIA,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
Certain Religious Workers,INDIA,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2024-01-01,640 days,640.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Priority Date
1st,MEXICO,2024-01-01,2024-01-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-02-15,2024-01-01,320 days,320.0,Priority Date
3rd,MEXICO,2023-02-01,2024-01-01,334 days,334.0,Priority Date
Other Workers,MEXICO,2020-12-15,2024-01-01,1112 days,1112.0,Priority Date
4th,MEXICO,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
Certain Religious Workers,MEXICO,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-02-15,2024-01-01,320 days,320.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2024-01-01,365 days,365.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2024-01-01,1326 days,1326.0,Priority Date
4th,PHILIPPINES,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-09-01,2024-01-01,1583 days,1583.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Priority Date
1st,ROW,2023-12-01,2023-12-01,0 days,0.0,Priority Date
2nd,ROW,2023-01-01,2023-12-01,334 days,334.0,Priority Date
3rd,ROW,2023-02-01,2023-12-01,303 days,303.0,Priority Date
Other Workers,ROW,2020-12-15,2023-12-01,1081 days,1081.0,Priority Date
4th,ROW,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
Certain Religious Workers,ROW,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Priority Date
1st,CHINA,2022-08-01,2023-12-01,487 days,487.0,Priority Date
2nd,CHINA,2020-01-01,2023-12-01,1430 days,1430.0,Priority Date
3rd,CHINA,2020-09-01,2023-12-01,1186 days,1186.0,Priority Date
Other Workers,CHINA,2017-06-01,2023-12-01,2374 days,2374.0,Priority Date
4th,CHINA,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
Certain Religious Workers,CHINA,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2023-12-01,2525 days,2525.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
1st,INDIA,2019-07-01,2023-12-01,1614 days,1614.0,Priority Date
2nd,INDIA,2012-05-15,2023-12-01,4217 days,4217.0,Priority Date
3rd,INDIA,2012-08-01,2023-12-01,4139 days,4139.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-12-01,4139 days,4139.0,Priority Date
4th,INDIA,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
Certain Religious Workers,INDIA,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2023-12-01,609 days,609.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Priority Date
1st,MEXICO,2023-12-01,2023-12-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-01-01,2023-12-01,334 days,334.0,Priority Date
3rd,MEXICO,2023-02-01,2023-12-01,303 days,303.0,Priority Date
Other Workers,MEXICO,2020-12-15,2023-12-01,1081 days,1081.0,Priority Date
4th,MEXICO,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
Certain Religious Workers,MEXICO,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-01-01,2023-12-01,334 days,334.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2023-12-01,334 days,334.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2023-12-01,1295 days,1295.0,Priority Date
4th,PHILIPPINES,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-03-01,2023-12-01,1736 days,1736.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Priority Date
1st,ROW,2023-11-01,2023-11-01,0 days,0.0,Priority Date
2nd,ROW,2023-01-01,2023-11-01,304 days,304.0,Priority Date
3rd,ROW,2023-02-01,2023-11-01,273 days,273.0,Priority Date
Other Workers,ROW,2020-12-15,2023-11-01,1051 days,1051.0,Priority Date
4th,ROW,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
Certain Religious Workers,ROW,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Priority Date
1st,CHINA,2022-08-01,2023-11-01,457 days,457.0,Priority Date
2nd,CHINA,2020-01-01,2023-11-01,1400 days,1400.0,Priority Date
3rd,CHINA,2020-09-01,2023-11-01,1156 days,1156.0,Priority Date
Other Workers,CHINA,2017-06-01,2023-11-01,2344 days,2344.0,Priority Date
4th,CHINA,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
Certain Religious Workers,CHINA,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2023-11-01,2495 days,2495.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
1st,INDIA,2019-07-01,2023-11-01,1584 days,1584.0,Priority Date
2nd,INDIA,2012-05-15,2023-11-01,4187 days,4187.0,Priority Date
3rd,INDIA,2012-08-01,2023-11-01,4109 days,4109.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-11-01,4109 days,4109.0,Priority Date
4th,INDIA,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
Certain Religious Workers,INDIA,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2023-11-01,579 days,579.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Priority Date
1st,MEXICO,2023-11-01,2023-11-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-01-01,2023-11-01,304 days,304.0,Priority Date
3rd,MEXICO,2023-02-01,2023-11-01,273 days,273.0,Priority Date
Other Workers,MEXICO,2020-12-15,2023-11-01,1051 days,1051.0,Priority Date
4th,MEXICO,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
Certain Religious Workers,MEXICO,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-01-01,2023-11-01,304 days,304.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2023-11-01,304 days,304.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2023-11-01,1265 days,1265.0,Priority Date
4th,PHILIPPINES,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-03-01,2023-11-01,1706 days,1706.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Priority Date
1st,ROW,2023-10-01,2023-10-01,0 days,0.0,Priority Date
